EventID,EventType,EventDate,BookingLocation,Region,Team,Product,SourceSystem,Severity,IssueType
E0009563,Processing Error,2025-06-14,Zurich,EMEA,Operations,Lombard Lending,Workflow,Low,Missing Mandatory Fields
E0009595,Processing Error,2025-06-14,Hong Kong,APAC,Operations,Lombard Lending,Email Intake,Low,Missing Mandatory Fields
E0009610,Processing Error,2025-06-15,Geneva,EMEA,Operations,Lombard Lending,CRM,Low,Missing Mandatory Fields
E0009613,Processing Error,2025-06-15,London,EMEA,Operations,Discretionary,Core Banking,Medium,Missing Mandatory Fields
E0009614,High-Risk Transaction,2025-06-15,London,EMEA,Front Office,Execution-only,Email Intake,Low,Missing Mandatory Fields
E0009615,Processing Error,2025-06-15,London,EMEA,Operations,Execution-only,Email Intake,Low,Missing Mandatory Fields
E0009617,Processing Error,2025-06-15,London,EMEA,Operations,Lombard Lending,CRM,Medium,Missing Mandatory Fields
E0009635,Processing Error,2025-06-16,Zurich,EMEA,Front Office,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0009682,Processing Error,2025-06-16,New York,Americas,Operations,Execution-only,Email Intake,Medium,Missing Mandatory Fields
E0009684,Reconciliation Break,2025-06-16,New York,Americas,Operations,Execution-only,Core Banking,Medium,Missing Mandatory Fields
E0009688,Data Quality Issue,2025-06-16,New York,Americas,Client Onboarding,Structured Products,Workflow,High,Missing Mandatory Fields
E0009689,Processing Error,2025-06-16,Singapore,APAC,Front Office,Execution-only,Email Intake,Low,Missing Mandatory Fields
E0009693,Processing Error,2025-06-16,Hong Kong,APAC,Operations,Advisory,CRM,Low,Missing Mandatory Fields
E0009708,Incident,2025-06-17,Zurich,EMEA,Operations,Lombard Lending,Core Banking,Medium,Missing Mandatory Fields
E0009736,Limit Breach,2025-06-17,London,EMEA,Front Office,Execution-only,Workflow,Low,Missing Mandatory Fields
E0009776,Reconciliation Break,2025-06-18,Geneva,EMEA,Operations,Advisory,Core Banking,Low,Missing Mandatory Fields
E0009788,Reconciliation Break,2025-06-18,London,EMEA,Client Onboarding,Advisory,Monitoring Tool,Low,Missing Mandatory Fields
E0009825,Data Quality Issue,2025-06-19,Zurich,EMEA,Front Office,Discretionary,Core Banking,Critical,Missing Mandatory Fields
E0009833,Data Quality Issue,2025-06-19,Geneva,EMEA,Client Onboarding,Advisory,CRM,Medium,Missing Mandatory Fields
E0009847,Processing Error,2025-06-19,London,EMEA,Operations,Discretionary,Email Intake,Medium,Missing Mandatory Fields
E0009872,Data Quality Issue,2025-06-19,Singapore,APAC,Front Office,Lombard Lending,Workflow,Medium,Missing Mandatory Fields
E0009886,Overdue Task,2025-06-20,Zurich,EMEA,Front Office,Discretionary,Workflow,Low,Missing Mandatory Fields
E0009924,Data Quality Issue,2025-06-20,New York,Americas,Client Onboarding,Advisory,CRM,Low,Missing Mandatory Fields
E0009929,Processing Error,2025-06-20,New York,Americas,Operations,Execution-only,CRM,Low,Missing Mandatory Fields
E0009930,Incident,2025-06-20,New York,Americas,Client Onboarding,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0009933,High-Risk Transaction,2025-06-20,Singapore,APAC,Front Office,Discretionary,Monitoring Tool,Medium,Missing Mandatory Fields
E0009937,Incident,2025-06-20,Singapore,APAC,Operations,Execution-only,Core Banking,Medium,Missing Mandatory Fields
E0009969,Processing Error,2025-06-21,London,EMEA,Operations,Discretionary,Workflow,Low,Missing Mandatory Fields
E0009999,Processing Error,2025-06-22,Geneva,EMEA,Compliance & Controls,Lombard Lending,Email Intake,Low,Missing Mandatory Fields
E0010022,Data Quality Issue,2025-06-22,Singapore,APAC,Client Onboarding,Structured Products,Email Intake,Low,Missing Mandatory Fields
E0010027,High-Risk Transaction,2025-06-22,Hong Kong,APAC,Front Office,Execution-only,Workflow,Low,Missing Mandatory Fields
E0010045,Processing Error,2025-06-23,Zurich,EMEA,Front Office,Structured Products,CRM,Medium,Missing Mandatory Fields
E0010061,Processing Error,2025-06-23,London,EMEA,Operations,Advisory,CRM,Medium,Missing Mandatory Fields
E0010090,Data Quality Issue,2025-06-23,Singapore,APAC,Compliance & Controls,Advisory,Workflow,Low,Missing Mandatory Fields
E0010100,Data Quality Issue,2025-06-23,Hong Kong,APAC,Front Office,Lombard Lending,Monitoring Tool,Medium,Missing Mandatory Fields
E0010104,Data Quality Issue,2025-06-23,Hong Kong,APAC,Operations,Structured Products,Core Banking,Low,Missing Mandatory Fields
E0010120,Processing Error,2025-06-24,Geneva,EMEA,Operations,Discretionary,CRM,High,Missing Mandatory Fields
E0010154,High-Risk Transaction,2025-06-24,Singapore,APAC,Operations,Execution-only,Workflow,Low,Missing Mandatory Fields
E0010186,High-Risk Transaction,2025-06-25,London,EMEA,Front Office,Advisory,Monitoring Tool,High,Missing Mandatory Fields
E0010212,Processing Error,2025-06-25,Singapore,APAC,Operations,Discretionary,Monitoring Tool,Low,Missing Mandatory Fields
E0010226,Data Quality Issue,2025-06-26,Zurich,EMEA,Compliance & Controls,Advisory,Email Intake,Low,Missing Mandatory Fields
E0010270,Data Quality Issue,2025-06-26,New York,Americas,Front Office,Structured Products,CRM,Low,Missing Mandatory Fields
E0010287,Processing Error,2025-06-27,Zurich,EMEA,Operations,Discretionary,CRM,Medium,Missing Mandatory Fields
E0010290,High-Risk Transaction,2025-06-27,Zurich,EMEA,Front Office,Execution-only,Email Intake,Medium,Missing Mandatory Fields
E0010295,Complaint,2025-06-27,Geneva,EMEA,Front Office,Advisory,CRM,Medium,Missing Mandatory Fields
E0010305,Data Quality Issue,2025-06-27,London,EMEA,Front Office,Advisory,Workflow,High,Missing Mandatory Fields
E0010309,Processing Error,2025-06-27,London,EMEA,Operations,Discretionary,CRM,Low,Missing Mandatory Fields
E0010333,High-Risk Transaction,2025-06-27,Singapore,APAC,Operations,Execution-only,Core Banking,Medium,Missing Mandatory Fields
E0010342,Incident,2025-06-27,Hong Kong,APAC,Operations,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0010358,Data Quality Issue,2025-06-28,New York,Americas,Client Onboarding,Advisory,Email Intake,Low,Missing Mandatory Fields
E0010363,KYC Review Overdue,2025-06-28,New York,Americas,Compliance & Controls,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0010365,Processing Error,2025-06-28,New York,Americas,Operations,Structured Products,Email Intake,High,Missing Mandatory Fields
E0010411,High-Risk Transaction,2025-06-29,Singapore,APAC,Front Office,Discretionary,Monitoring Tool,High,Missing Mandatory Fields
E0010430,Processing Error,2025-06-30,Zurich,EMEA,Operations,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0010432,Data Quality Issue,2025-06-30,Zurich,EMEA,Compliance & Controls,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0010434,Overdue Task,2025-06-30,Zurich,EMEA,Front Office,Lombard Lending,Workflow,Low,Missing Mandatory Fields
E0010474,Processing Error,2025-06-30,Singapore,APAC,Operations,Discretionary,Workflow,Medium,Missing Mandatory Fields
E0010495,Processing Error,2025-07-01,Zurich,EMEA,Operations,Discretionary,Monitoring Tool,Low,Missing Mandatory Fields
E0010499,Processing Error,2025-07-01,Zurich,EMEA,Front Office,Lombard Lending,Email Intake,Low,Missing Mandatory Fields
E0010513,Data Quality Issue,2025-07-01,Geneva,EMEA,Client Onboarding,Execution-only,Workflow,Low,Missing Mandatory Fields
E0010538,Reconciliation Break,2025-07-01,New York,Americas,Front Office,Structured Products,Workflow,Low,Missing Mandatory Fields
E0010552,Data Quality Issue,2025-07-01,Hong Kong,APAC,Front Office,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0010570,Processing Error,2025-07-02,Geneva,EMEA,Operations,Discretionary,CRM,Medium,Missing Mandatory Fields
E0010600,Incident,2025-07-02,Singapore,APAC,Compliance & Controls,Advisory,Core Banking,Medium,Missing Mandatory Fields
E0010628,Processing Error,2025-07-03,London,EMEA,Operations,Execution-only,CRM,Low,Missing Mandatory Fields
E0010636,Data Quality Issue,2025-07-03,London,EMEA,Client Onboarding,Structured Products,Workflow,Medium,Missing Mandatory Fields
E0010653,Data Quality Issue,2025-07-03,Hong Kong,APAC,Front Office,Advisory,Core Banking,Medium,Missing Mandatory Fields
E0010656,Processing Error,2025-07-03,Hong Kong,APAC,Operations,Advisory,CRM,High,Missing Mandatory Fields
E0010670,Incident,2025-07-04,Zurich,EMEA,Compliance & Controls,Execution-only,Core Banking,High,Missing Mandatory Fields
E0010684,High-Risk Transaction,2025-07-04,London,EMEA,Front Office,Advisory,Workflow,Medium,Missing Mandatory Fields
E0010696,Data Quality Issue,2025-07-04,London,EMEA,Client Onboarding,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0010720,High-Risk Transaction,2025-07-04,Singapore,APAC,Front Office,Structured Products,CRM,Low,Missing Mandatory Fields
E0010742,Overdue Task,2025-07-05,London,EMEA,Front Office,Structured Products,CRM,Medium,Missing Mandatory Fields
E0010751,Processing Error,2025-07-05,New York,Americas,Operations,Execution-only,Core Banking,Medium,Missing Mandatory Fields
E0010782,Data Quality Issue,2025-07-06,London,EMEA,Front Office,Discretionary,Monitoring Tool,High,Missing Mandatory Fields
E0010784,Processing Error,2025-07-06,London,EMEA,Operations,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0010788,Data Quality Issue,2025-07-06,London,EMEA,Operations,Lombard Lending,Workflow,Medium,Missing Mandatory Fields
E0010798,Processing Error,2025-07-06,Singapore,APAC,Operations,Discretionary,Email Intake,High,Missing Mandatory Fields
E0010812,High-Risk Transaction,2025-07-07,Zurich,EMEA,Front Office,Execution-only,Monitoring Tool,Medium,Missing Mandatory Fields
E0010816,KYC Review Overdue,2025-07-07,Zurich,EMEA,Client Onboarding,Execution-only,Workflow,Low,Missing Mandatory Fields
E0010829,Processing Error,2025-07-07,Geneva,EMEA,Operations,Execution-only,Core Banking,High,Missing Mandatory Fields
E0010835,Processing Error,2025-07-07,London,EMEA,Operations,Advisory,CRM,Medium,Missing Mandatory Fields
E0010838,Data Quality Issue,2025-07-07,London,EMEA,Operations,Advisory,Email Intake,Low,Missing Mandatory Fields
E0010847,Processing Error,2025-07-07,London,EMEA,Operations,Lombard Lending,Core Banking,Low,Missing Mandatory Fields
E0010870,Incident,2025-07-07,Hong Kong,APAC,Operations,Lombard Lending,Core Banking,Medium,Missing Mandatory Fields
E0010874,Data Quality Issue,2025-07-08,Zurich,EMEA,Client Onboarding,Discretionary,CRM,Low,Missing Mandatory Fields
E0010879,Processing Error,2025-07-08,Zurich,EMEA,Operations,Execution-only,Workflow,High,Missing Mandatory Fields
E0010903,Processing Error,2025-07-08,New York,Americas,Operations,Advisory,CRM,Low,Missing Mandatory Fields
E0010912,Processing Error,2025-07-08,Singapore,APAC,Front Office,Discretionary,Core Banking,Low,Missing Mandatory Fields
E0010924,Reconciliation Break,2025-07-09,Zurich,EMEA,Operations,Advisory,CRM,Low,Missing Mandatory Fields
E0010948,Data Quality Issue,2025-07-09,London,EMEA,Operations,Advisory,Email Intake,Medium,Missing Mandatory Fields
E0010958,Processing Error,2025-07-09,New York,Americas,Front Office,Discretionary,Core Banking,High,Missing Mandatory Fields
E0010982,KYC Review Overdue,2025-07-09,Hong Kong,APAC,Client Onboarding,Execution-only,Workflow,Low,Missing Mandatory Fields
E0011001,Processing Error,2025-07-10,Zurich,EMEA,Operations,Structured Products,Email Intake,Medium,Missing Mandatory Fields
E0011011,Data Quality Issue,2025-07-10,Geneva,EMEA,Operations,Execution-only,Email Intake,Medium,Missing Mandatory Fields
E0011031,Data Quality Issue,2025-07-10,Singapore,APAC,Front Office,Structured Products,Monitoring Tool,Low,Missing Mandatory Fields
E0011046,Processing Error,2025-07-11,Zurich,EMEA,Operations,Lombard Lending,Workflow,Medium,Missing Mandatory Fields
E0011055,Data Quality Issue,2025-07-11,Geneva,EMEA,Client Onboarding,Execution-only,CRM,Low,Missing Mandatory Fields
E0011059,Complaint,2025-07-11,London,EMEA,Front Office,Discretionary,CRM,High,Missing Mandatory Fields
E0011064,Processing Error,2025-07-11,London,EMEA,Operations,Discretionary,CRM,Low,Missing Mandatory Fields
E0011117,KYC Review Overdue,2025-07-12,London,EMEA,Front Office,Structured Products,Core Banking,Low,Missing Mandatory Fields
E0011123,Processing Error,2025-07-12,New York,Americas,Operations,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0011127,Data Quality Issue,2025-07-12,Singapore,APAC,Front Office,Advisory,CRM,Medium,Missing Mandatory Fields
E0011163,Data Quality Issue,2025-07-13,New York,Americas,Front Office,Lombard Lending,Email Intake,High,Missing Mandatory Fields
E0011177,High-Risk Transaction,2025-07-13,Hong Kong,APAC,Front Office,Discretionary,CRM,Medium,Missing Mandatory Fields
E0011206,Data Quality Issue,2025-07-14,New York,Americas,Front Office,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0011207,Data Quality Issue,2025-07-14,New York,Americas,Front Office,Execution-only,Core Banking,Medium,Missing Mandatory Fields
E0011212,Limit Breach,2025-07-14,Singapore,APAC,Operations,Advisory,CRM,Medium,Missing Mandatory Fields
E0011221,Processing Error,2025-07-14,Hong Kong,APAC,Operations,Discretionary,Monitoring Tool,Medium,Missing Mandatory Fields
E0011248,Data Quality Issue,2025-07-15,Geneva,EMEA,Compliance & Controls,Advisory,CRM,Medium,Missing Mandatory Fields
E0011257,Data Quality Issue,2025-07-15,London,EMEA,Front Office,Advisory,CRM,Low,Missing Mandatory Fields
E0011262,Processing Error,2025-07-15,London,EMEA,Operations,Execution-only,Email Intake,Critical,Missing Mandatory Fields
E0011274,Processing Error,2025-07-15,New York,Americas,Operations,Execution-only,Workflow,Low,Missing Mandatory Fields
E0011281,Incident,2025-07-15,Hong Kong,APAC,Operations,Advisory,Workflow,High,Missing Mandatory Fields
E0011286,Processing Error,2025-07-16,Zurich,EMEA,Operations,Advisory,Core Banking,High,Missing Mandatory Fields
E0011287,Reconciliation Break,2025-07-16,Zurich,EMEA,Compliance & Controls,Advisory,Email Intake,Medium,Missing Mandatory Fields
E0011329,Reconciliation Break,2025-07-16,New York,Americas,Operations,Execution-only,Workflow,Low,Missing Mandatory Fields
E0011345,High-Risk Transaction,2025-07-16,Singapore,APAC,Front Office,Lombard Lending,Core Banking,Low,Missing Mandatory Fields
E0011349,Overdue Task,2025-07-16,Hong Kong,APAC,Front Office,Execution-only,Workflow,Low,Missing Mandatory Fields
E0011374,Data Quality Issue,2025-07-17,London,EMEA,Front Office,Execution-only,Email Intake,Low,Missing Mandatory Fields
E0011388,Reconciliation Break,2025-07-17,New York,Americas,Operations,Discretionary,CRM,Low,Missing Mandatory Fields
E0011389,Processing Error,2025-07-17,New York,Americas,Operations,Execution-only,Workflow,Low,Missing Mandatory Fields
E0011392,Processing Error,2025-07-17,New York,Americas,Operations,Lombard Lending,Workflow,Medium,Missing Mandatory Fields
E0011399,Data Quality Issue,2025-07-17,Singapore,APAC,Front Office,Lombard Lending,Monitoring Tool,Medium,Missing Mandatory Fields
E0011411,Data Quality Issue,2025-07-18,Zurich,EMEA,Client Onboarding,Advisory,Email Intake,Critical,Missing Mandatory Fields
E0011412,Processing Error,2025-07-18,Zurich,EMEA,Operations,Discretionary,Workflow,High,Missing Mandatory Fields
E0011440,High-Risk Transaction,2025-07-18,New York,Americas,Front Office,Execution-only,Monitoring Tool,High,Missing Mandatory Fields
E0011453,Incident,2025-07-18,Singapore,APAC,Operations,Lombard Lending,CRM,Low,Missing Mandatory Fields
E0011466,Processing Error,2025-07-19,Zurich,EMEA,Operations,Advisory,Monitoring Tool,High,Missing Mandatory Fields
E0011494,Processing Error,2025-07-19,New York,Americas,Operations,Execution-only,CRM,Medium,Missing Mandatory Fields
E0011501,High-Risk Transaction,2025-07-19,Singapore,APAC,Front Office,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0011511,Data Quality Issue,2025-07-20,Zurich,EMEA,Client Onboarding,Discretionary,Monitoring Tool,High,Missing Mandatory Fields
E0011513,Processing Error,2025-07-20,Zurich,EMEA,Operations,Execution-only,Core Banking,Medium,Missing Mandatory Fields
E0011559,Data Quality Issue,2025-07-20,Hong Kong,APAC,Client Onboarding,Lombard Lending,Workflow,High,Missing Mandatory Fields
E0011582,Data Quality Issue,2025-07-21,Geneva,EMEA,Front Office,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0011594,Incident,2025-07-21,London,EMEA,Operations,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0011617,High-Risk Transaction,2025-07-21,Singapore,APAC,Front Office,Structured Products,Core Banking,Low,Missing Mandatory Fields
E0011621,Processing Error,2025-07-21,Hong Kong,APAC,Operations,Discretionary,CRM,Medium,Missing Mandatory Fields
E0011637,Data Quality Issue,2025-07-22,Zurich,EMEA,Compliance & Controls,Execution-only,Monitoring Tool,Medium,Missing Mandatory Fields
E0011675,High-Risk Transaction,2025-07-22,Singapore,APAC,Operations,Structured Products,CRM,Medium,Missing Mandatory Fields
E0011677,Reconciliation Break,2025-07-22,Hong Kong,APAC,Compliance & Controls,Advisory,Core Banking,Low,Missing Mandatory Fields
E0011687,Processing Error,2025-07-23,Zurich,EMEA,Front Office,Advisory,Email Intake,Low,Missing Mandatory Fields
E0011696,Processing Error,2025-07-23,Zurich,EMEA,Operations,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0011716,High-Risk Transaction,2025-07-23,London,EMEA,Front Office,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0011722,Limit Breach,2025-07-23,London,EMEA,Front Office,Structured Products,Core Banking,Low,Missing Mandatory Fields
E0011768,Data Quality Issue,2025-07-24,Geneva,EMEA,Client Onboarding,Execution-only,CRM,Medium,Missing Mandatory Fields
E0011798,Processing Error,2025-07-24,New York,Americas,Operations,Lombard Lending,CRM,Medium,Missing Mandatory Fields
E0011804,Overdue Task,2025-07-24,Singapore,APAC,Front Office,Execution-only,CRM,Medium,Missing Mandatory Fields
E0011816,Processing Error,2025-07-25,Zurich,EMEA,Operations,Lombard Lending,Core Banking,Medium,Missing Mandatory Fields
E0011825,Processing Error,2025-07-25,Geneva,EMEA,Operations,Lombard Lending,CRM,Low,Missing Mandatory Fields
E0011835,Processing Error,2025-07-25,London,EMEA,Operations,Structured Products,Monitoring Tool,Low,Missing Mandatory Fields
E0011849,Processing Error,2025-07-25,New York,Americas,Operations,Lombard Lending,Email Intake,Medium,Missing Mandatory Fields
E0011867,Reconciliation Break,2025-07-26,Zurich,EMEA,Operations,Advisory,Workflow,Low,Missing Mandatory Fields
E0011887,Processing Error,2025-07-26,Geneva,EMEA,Operations,Structured Products,Core Banking,High,Missing Mandatory Fields
E0011892,Data Quality Issue,2025-07-26,London,EMEA,Operations,Discretionary,CRM,Low,Missing Mandatory Fields
E0011915,Data Quality Issue,2025-07-26,Hong Kong,APAC,Front Office,Discretionary,Core Banking,Low,Missing Mandatory Fields
E0011937,Data Quality Issue,2025-07-27,New York,Americas,Client Onboarding,Advisory,Monitoring Tool,Medium,Missing Mandatory Fields
E0011946,Processing Error,2025-07-27,Singapore,APAC,Operations,Execution-only,Workflow,Low,Missing Mandatory Fields
E0011950,High-Risk Transaction,2025-07-27,Singapore,APAC,Front Office,Lombard Lending,Core Banking,Critical,Missing Mandatory Fields
E0011966,Limit Breach,2025-07-28,Zurich,EMEA,Front Office,Execution-only,CRM,Low,Missing Mandatory Fields
E0011970,Reconciliation Break,2025-07-28,Zurich,EMEA,Front Office,Lombard Lending,Email Intake,Low,Missing Mandatory Fields
E0011972,Overdue Task,2025-07-28,Zurich,EMEA,Front Office,Lombard Lending,Workflow,Low,Missing Mandatory Fields
E0011975,Limit Breach,2025-07-28,Geneva,EMEA,Front Office,Discretionary,Monitoring Tool,Low,Missing Mandatory Fields
E0011987,Reconciliation Break,2025-07-28,London,EMEA,Operations,Discretionary,Workflow,Low,Missing Mandatory Fields
E0011997,KYC Review Overdue,2025-07-28,London,EMEA,Front Office,,CRM,Low,Missing Mandatory Fields
E0012000,Data Quality Issue,2025-07-28,New York,Americas,Operations,Discretionary,Monitoring Tool,Low,Missing Mandatory Fields
E0012049,Complaint,2025-07-29,New York,Americas,Front Office,Advisory,CRM,Medium,Missing Mandatory Fields
E0012053,Limit Breach,2025-07-29,New York,Americas,Compliance & Controls,Execution-only,Core Banking,High,Missing Mandatory Fields
E0012057,Limit Breach,2025-07-29,Singapore,APAC,Operations,Discretionary,Workflow,High,Missing Mandatory Fields
E0012058,Incident,2025-07-29,Singapore,APAC,Operations,Execution-only,Email Intake,Low,Missing Mandatory Fields
E0012064,Processing Error,2025-07-29,Hong Kong,APAC,Operations,Advisory,Monitoring Tool,Medium,Missing Mandatory Fields
E0012082,Overdue Task,2025-07-30,Geneva,EMEA,Operations,Advisory,Workflow,Medium,Missing Mandatory Fields
E0012087,Data Quality Issue,2025-07-30,London,EMEA,Client Onboarding,Discretionary,CRM,Medium,Missing Mandatory Fields
E0012093,Data Quality Issue,2025-07-30,London,EMEA,Operations,Lombard Lending,CRM,Low,Missing Mandatory Fields
E0012099,Data Quality Issue,2025-07-30,New York,Americas,Client Onboarding,Discretionary,Email Intake,Low,Missing Mandatory Fields
E0012125,High-Risk Transaction,2025-07-30,Hong Kong,APAC,Operations,Structured Products,CRM,Medium,Missing Mandatory Fields
E0012130,Processing Error,2025-07-31,Zurich,EMEA,Operations,Discretionary,CRM,Low,Missing Mandatory Fields
E0012138,Data Quality Issue,2025-07-31,Zurich,EMEA,Client Onboarding,Structured Products,Email Intake,Medium,Missing Mandatory Fields
E0012146,Processing Error,2025-07-31,London,EMEA,Operations,Advisory,CRM,Critical,Missing Mandatory Fields
E0012167,Processing Error,2025-07-31,Singapore,APAC,Operations,Discretionary,CRM,Low,Missing Mandatory Fields
E0012178,High-Risk Transaction,2025-07-31,Hong Kong,APAC,Front Office,Lombard Lending,CRM,Low,Missing Mandatory Fields
E0012197,Processing Error,2025-08-01,Geneva,EMEA,Operations,Discretionary,Core Banking,Low,Missing Mandatory Fields
E0012225,Overdue Task,2025-08-01,Singapore,APAC,Client Onboarding,Advisory,CRM,Low,Missing Mandatory Fields
E0012234,KYC Review Overdue,2025-08-01,Hong Kong,APAC,Operations,Advisory,Email Intake,High,Missing Mandatory Fields
E0012304,Reconciliation Break,2025-08-03,London,EMEA,Operations,Structured Products,Email Intake,Low,Missing Mandatory Fields
E0012309,Processing Error,2025-08-03,New York,Americas,Operations,Discretionary,Email Intake,Medium,Missing Mandatory Fields
E0012311,Data Quality Issue,2025-08-03,New York,Americas,Front Office,Lombard Lending,Core Banking,Medium,Missing Mandatory Fields
E0012338,Overdue Task,2025-08-04,London,EMEA,Compliance & Controls,Advisory,Core Banking,Low,Missing Mandatory Fields
E0012355,Data Quality Issue,2025-08-04,Singapore,APAC,Client Onboarding,Discretionary,Workflow,High,Missing Mandatory Fields
E0012396,High-Risk Transaction,2025-08-05,London,EMEA,Front Office,Lombard Lending,Monitoring Tool,High,Missing Mandatory Fields
E0012401,Data Quality Issue,2025-08-05,New York,Americas,Operations,Advisory,CRM,High,Missing Mandatory Fields
E0012404,High-Risk Transaction,2025-08-05,New York,Americas,Front Office,Discretionary,CRM,Low,Missing Mandatory Fields
E0012413,Reconciliation Break,2025-08-05,New York,Americas,Operations,Lombard Lending,Email Intake,Low,Missing Mandatory Fields
E0012448,KYC Review Overdue,2025-08-06,London,EMEA,Compliance & Controls,Advisory,Email Intake,Low,Missing Mandatory Fields
E0012462,Limit Breach,2025-08-06,New York,Americas,Operations,Advisory,Monitoring Tool,Low,Missing Mandatory Fields
E0012468,Data Quality Issue,2025-08-06,New York,Americas,Front Office,Execution-only,Workflow,Low,Missing Mandatory Fields
E0012484,Processing Error,2025-08-06,Hong Kong,APAC,Operations,Execution-only,CRM,Low,Missing Mandatory Fields
E0012488,Data Quality Issue,2025-08-07,Zurich,EMEA,Front Office,Discretionary,Email Intake,Low,Missing Mandatory Fields
E0012502,High-Risk Transaction,2025-08-07,Geneva,EMEA,Operations,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0012530,Limit Breach,2025-08-07,Singapore,APAC,Front Office,Discretionary,Workflow,Medium,Missing Mandatory Fields
E0012545,Data Quality Issue,2025-08-07,Hong Kong,APAC,Client Onboarding,Lombard Lending,Email Intake,Medium,Missing Mandatory Fields
E0012550,Processing Error,2025-08-08,Zurich,EMEA,Front Office,Discretionary,Email Intake,Medium,Missing Mandatory Fields
E0012563,Data Quality Issue,2025-08-08,London,EMEA,Client Onboarding,Discretionary,Workflow,Low,Missing Mandatory Fields
E0012569,High-Risk Transaction,2025-08-08,London,EMEA,Client Onboarding,Lombard Lending,Email Intake,Low,Missing Mandatory Fields
E0012575,Processing Error,2025-08-08,New York,Americas,Operations,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0012594,Processing Error,2025-08-09,Zurich,EMEA,Operations,Discretionary,Core Banking,High,Missing Mandatory Fields
E0012615,Processing Error,2025-08-09,New York,Americas,Operations,Advisory,Core Banking,Low,Missing Mandatory Fields
E0012640,Data Quality Issue,2025-08-10,Geneva,EMEA,Client Onboarding,Advisory,Email Intake,Low,Missing Mandatory Fields
E0012674,Data Quality Issue,2025-08-11,Zurich,EMEA,Client Onboarding,Discretionary,Monitoring Tool,Medium,Missing Mandatory Fields
E0012679,Processing Error,2025-08-11,Zurich,EMEA,Operations,Execution-only,Workflow,Low,Missing Mandatory Fields
E0012690,Reconciliation Break,2025-08-11,Geneva,EMEA,Operations,Execution-only,Monitoring Tool,Medium,Missing Mandatory Fields
E0012713,Data Quality Issue,2025-08-11,Singapore,APAC,Operations,Advisory,Workflow,Low,Missing Mandatory Fields
E0012724,Data Quality Issue,2025-08-11,Singapore,APAC,Compliance & Controls,Execution-only,Monitoring Tool,Medium,Missing Mandatory Fields
E0012739,Processing Error,2025-08-12,Zurich,EMEA,Front Office,Discretionary,Workflow,Low,Missing Mandatory Fields
E0012762,High-Risk Transaction,2025-08-12,London,EMEA,Front Office,Discretionary,Core Banking,Medium,Missing Mandatory Fields
E0012766,Processing Error,2025-08-12,London,EMEA,Operations,Execution-only,Core Banking,Medium,Missing Mandatory Fields
E0012789,Processing Error,2025-08-12,Hong Kong,APAC,Operations,Execution-only,Core Banking,High,Missing Mandatory Fields
E0012802,Data Quality Issue,2025-08-13,Zurich,EMEA,Front Office,Execution-only,CRM,Medium,Missing Mandatory Fields
E0012806,Incident,2025-08-13,Zurich,EMEA,Compliance & Controls,Execution-only,Core Banking,High,Missing Mandatory Fields
E0012814,Processing Error,2025-08-13,Geneva,EMEA,Operations,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0012824,High-Risk Transaction,2025-08-13,London,EMEA,Front Office,Discretionary,Email Intake,Low,Missing Mandatory Fields
E0012841,Limit Breach,2025-08-13,New York,Americas,Front Office,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0012859,Data Quality Issue,2025-08-14,Zurich,EMEA,Front Office,Advisory,CRM,Low,Missing Mandatory Fields
E0012875,Processing Error,2025-08-14,Geneva,EMEA,Operations,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0012884,High-Risk Transaction,2025-08-14,London,EMEA,Front Office,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0012897,Processing Error,2025-08-14,New York,Americas,Operations,Advisory,Core Banking,Low,Missing Mandatory Fields
E0012904,Reconciliation Break,2025-08-14,New York,Americas,Operations,Structured Products,Core Banking,Low,Missing Mandatory Fields
E0012915,Processing Error,2025-08-14,Singapore,APAC,Operations,Execution-only,Workflow,Low,Missing Mandatory Fields
E0012930,Processing Error,2025-08-15,Geneva,EMEA,Operations,Execution-only,Email Intake,Low,Missing Mandatory Fields
E0012932,Processing Error,2025-08-15,London,EMEA,Front Office,Advisory,Email Intake,Low,Missing Mandatory Fields
